state,district,total,daily_mean,daily_std,active_days,pincodes,cv,cv_normalized,coverage,volume_score,risk_score,risk_category
Uttar Pradesh,Muzaffarnagar,11761,8.347054648687012,38.68760822312655,80,26,4.634881386479493,0.8264373411553616,0.15476190476190477,0.2726113763849613,0.8033029898222215,High Risk
Meghalaya,South Garo Hills,4426,19.58407079646018,60.84438813362304,66,5,3.106830483099595,0.553973340367082,0.02976190476190476,0.10259144221408373,0.8026965697975869,High Risk
Bihar,Arwal,3749,6.694642857142857,23.346529428717233,79,19,3.487345020027114,0.6218222012002187,0.1130952380952381,0.0868990774651152,0.8019847138472086,High Risk
Jharkhand,Lohardaga,2849,9.131410256410257,28.034063580479447,77,10,3.0700694408949056,0.5474185452289868,0.05952380952380952,0.0660377358490566,0.800951836742095,High Risk
Delhi,South West Delhi,9025,6.680236861584012,28.537562800816072,80,26,4.271938763867315,0.7617216966733797,0.15476190476190477,0.20919289787214315,0.7996780578073733,High Risk
Assam,Charaideo,1182,3.3868194842406876,9.725659178916708,74,11,2.87162018057693,0.5120334155189017,0.06547619047619048,0.027397895322423624,0.7980756601682217,High Risk
Bihar,Jamui,10098,13.2,52.31259746373852,81,14,3.9630755654347367,0.7066488567862634,0.08333333333333333,0.23406425293217745,0.7979411573288723,High Risk
Madhya Pradesh,East Nimar,3796,4.923476005188068,17.026659199212023,74,20,3.4582598110096074,0.6166360700345981,0.11904761904761904,0.0879885030828427,0.7977594069205898,High Risk
Assam,Marigaon,10282,13.335927367055772,53.527441618755404,81,15,4.013777230894808,0.7156893793155352,0.08928571428571429,0.23832923832923833,0.7977425112616657,High Risk
Uttar Pradesh,Shahjahanpur,24054,22.047662694775436,128.45198839455014,82,17,5.608267143398816,1.0,0.10119047619047619,0.5575541235918594,0.7973170962557755,High Risk
Assam,Hailakandi,5399,6.851522842639594,24.910656827936577,78,21,3.635783956364887,0.648290080233494,0.125,0.1251448704278893,0.7956080669533561,High Risk
Meghalaya,West Jaintia Hills,11751,50.217948717948715,187.78075843571585,81,4,3.739315587946346,0.6667506187446313,0.023809523809523808,0.27237958370033843,0.7933155081171861,High Risk
Assam,Sibsagar,2674,3.3217391304347825,12.16141794873864,75,32,3.6611598536778627,0.6528148107187107,0.19047619047619047,0.06198136386815632,0.7932241079244352,High Risk
Rajasthan,Ajmer,11895,4.821645723550872,26.118604054288085,79,54,5.41694797830422,0.9658862247102856,0.32142857142857145,0.2757173983589078,0.7928449591409277,High Risk
Delhi,North Delhi,4294,15.281138790035588,45.309128299603785,79,6,2.965036109033224,0.528690241249154,0.03571428571428571,0.09953177877706179,0.7926820508040853,High Risk
Uttar Pradesh,Moradabad,21436,21.03631010794897,171.05567188667877,82,28,5.608267143398816,1.0,0.16666666666666666,0.4968707987575912,0.7926054270393892,High Risk
Bihar,Gopalganj,14848,11.36906584992343,53.48458516969355,81,23,4.704395759133876,0.838832323576305,0.13690476190476192,0.3441657781280423,0.7924249131466273,High Risk
Assam,Barpeta,14033,11.427524429967427,53.75596515239565,82,26,4.704077902596869,0.8387756471504361,0.15476190476190477,0.3252746743312781,0.7918224075366025,High Risk
Gujarat,Navsari,2706,2.9703622392974753,11.673215315529156,73,41,3.9298962130255215,0.7007327062961305,0.24404761904761904,0.06272310045894952,0.7910228503992942,High Risk
Rajasthan,Churu,12595,8.464381720430108,38.57585922242834,82,27,4.557433785071328,0.8126277990226684,0.16071428571428573,0.2919428862825089,0.7905868637731812,High Risk
Uttar Pradesh,Jalaun,5480,5.25911708253359,18.456481992997603,79,20,3.5094259556028287,0.6257594130004277,0.11904761904761904,0.12702239117333458,0.7892424105314826,High Risk
Madhya Pradesh,Shivpuri,12427,11.668544600938967,50.34857813065154,81,21,4.314897860235285,0.7693816556713271,0.125,0.28804876918084465,0.789118948730711,High Risk
Maharashtra,Aurangabad,17149,7.870123910050482,84.51575519702078,82,44,5.608267143398816,1.0,0.2619047619047619,0.39750127485976544,0.7890829508754037,High Risk
Madhya Pradesh,Jhabua,13436,23.696649029982364,99.28904358503158,80,14,4.190003551109921,0.7471119766542763,0.08333333333333333,0.3114366510592926,0.7888915298445422,High Risk
Madhya Pradesh,Alirajpur,6912,16.30188679245283,54.1425174425161,78,10,3.3212423894136034,0.5922047406965725,0.05952380952380952,0.16021510361133004,0.7883737948270679,High Risk
Maharashtra,Dhule,12511,8.551606288448394,39.11865787310322,79,29,4.574422225909201,0.8156569772703325,0.17261904761904762,0.2899958277316768,0.7880645270584467,High Risk
Uttar Pradesh,Rampur,19947,33.52436974789916,159.72860187507882,83,10,4.764551968500121,0.849558668778504,0.05952380952380952,0.46235686801724535,0.7878051403339694,High Risk
Assam,Nagaon,12589,7.3277066356228175,35.69196582808721,82,38,4.87082351995026,0.8685077574600631,0.2261904761904762,0.2918038106717352,0.7872699052428348,High Risk
Uttar Pradesh,Meerut,23606,16.38167938931298,96.08759052557726,81,24,5.608267143398816,1.0,0.14285714285714285,0.5471698113207547,0.7858490566037735,High Risk
Gujarat,The Dangs,1322,6.009090909090909,14.888624847671835,71,5,2.4776834088410014,0.4417912602036704,0.02976190476190476,0.03064299290714385,0.7850173765324748,High Risk
Rajasthan,Nagaur,16943,6.479158699808796,38.32516325525742,81,47,5.608267143398816,1.0,0.27976190476190477,0.39272634555653424,0.784265429666373,High Risk
Haryana,Sonipat,4524,4.181146025878004,13.80136928206991,77,21,3.300857993633873,0.5885700358477275,0.125,0.10486301052338788,0.7807906093896881,High Risk
Rajasthan,Dholpur,8344,9.945172824791419,34.4010371636596,76,13,3.459068813555897,0.6167803218196154,0.07738095238095238,0.19340781604932547,0.7807674344887345,High Risk
Madhya Pradesh,Narsinghpur,5128,5.44952178533475,17.366905807433287,75,16,3.186867855849205,0.5682446599570944,0.09523809523809523,0.11886328867460944,0.7798933110492667,High Risk
Maharashtra,Osmanabad,3885,3.453333333333333,11.885755103367417,74,28,3.441820975878596,0.6137048909893272,0.16666666666666666,0.09005145797598628,0.7794479411201354,High Risk
Uttar Pradesh,Hardoi,24930,15.679245283018869,108.16762163758966,80,23,5.608267143398816,1.0,0.13690476190476192,0.5778591627648232,0.7787255845038864,High Risk
Assam,South Salmara Mankachar,1437,6.114893617021276,14.387479402487784,74,4,2.352858496579422,0.41953395521624587,0.023809523809523808,0.03330860878030689,0.7785109683582605,High Risk
Madhya Pradesh,Bhind,13877,11.393267651888342,48.5922668913385,83,20,4.264998275826929,0.7604841507678578,0.11904761904761904,0.3216587084511613,0.778005173566735,High Risk
Uttar Pradesh,Kaushambi,7344,8.680851063829786,29.373534555660573,78,16,3.3837159904805074,0.6033442958335703,0.09523809523809523,0.17022854758703815,0.7767686059323048,High Risk
Madhya Pradesh,Guna,9699,11.959309494451295,45.173324057857336,77,20,3.777251862142726,0.6735149673796695,0.11904761904761904,0.22481572481572482,0.7766188544715003,High Risk
Rajasthan,Jalore,494,98.8,218.68744819947943,5,4,2.213435710521047,0.3946737296789367,0.023809523809523808,0.01145055862036994,0.7763673044681836,High Risk
Assam,Lakhimpur,7084,8.059158134243459,27.17958758927002,82,17,3.3725095272400263,0.6013460915836761,0.10119047619047619,0.16420193778684344,0.7757938840515668,High Risk
Madhya Pradesh,Khargone,14922,13.945794392523364,60.567667405657645,81,20,4.343077611851875,0.7744063363607552,0.11904761904761904,0.34588104399425157,0.7756112378613221,High Risk
Tamil Nadu,Chengalpattu,1238,1.828655834564254,6.834489206749378,75,48,3.7374387665341913,0.6664159661034204,0.2857142857142857,0.028695934356311716,0.7746368078293036,High Risk
Gujarat,Amreli,4173,3.578902229845626,13.4495796955518,76,39,3.758018194347807,0.6700854467624932,0.23214285714285715,0.09672708729312503,0.7742617801789349,High Risk
Uttar Pradesh,Ghaziabad,22654,12.705552439708356,78.13681350424035,82,33,5.608267143398816,1.0,0.19642857142857142,0.5251031477446572,0.7737190556766028,High Risk
Assam,Dibrugarh,6886,6.691933916423713,24.856305775809307,76,29,3.714368086451899,0.6623022747452175,0.17261904761904762,0.15961244263131055,0.7735053967047663,High Risk
Uttar Pradesh,Baghpat,6741,7.217344753747323,24.39934106904157,79,20,3.3806533983807783,0.6027982105595594,0.11904761904761904,0.1562514487042789,0.7724372724178954,High Risk
Maharashtra,Palghar,10539,6.55410447761194,28.48861706666643,81,37,4.346683389619472,0.7750492760915848,0.22023809523809523,0.24428631032404619,0.7708980202015074,High Risk
Punjab,Sas Nagar (Mohali),2897,2.962167689161554,9.26907009324832,76,27,3.1291510359671584,0.5579532778944581,0.16071428571428573,0.0671503407352464,0.7688885450424864,High Risk
Jharkhand,West Singhbhum,6580,8.297604035308954,28.746580065535216,77,25,3.4644434638251407,0.6177386660161057,0.1488095238095238,0.15251958648185063,0.7683693238277485,High Risk
Assam,Udalguri,4440,4.889867841409692,16.558638804454457,78,30,3.386316223974019,0.6038079387783563,0.17857142857142858,0.10291595197255575,0.7679579929806579,High Risk
Meghalaya,West Khasi Hills,15803,106.06040268456375,403.9634086350556,81,5,3.808805156402157,0.679141178373661,0.02976190476190476,0.3663019795095267,0.7673921519112566,High Risk
Gujarat,Kachchh,9081,5.2981330221703615,25.218700772769278,80,56,4.759922158851068,0.8487331357697023,0.3333333333333333,0.21049093690603124,0.7672426497809197,High Risk
Assam,Tinsukia,8194,7.119026933101651,26.711611110073356,79,29,3.7521435669629524,0.6690379525482117,0.17261904761904762,0.18993092577998238,0.7667673389912126,High Risk
Gujarat,Mahesana,6313,4.031289910600256,17.6264299588842,79,54,4.372404453605679,0.7796355526238076,0.32142857142857145,0.1463307218024199,0.7664732268776066,High Risk
Uttar Pradesh,Sultanpur,11198,6.3408833522083805,27.116188867710182,80,35,4.276405567099141,0.7625181643019028,0.20833333333333334,0.25956144824069355,0.7660962563667911,High Risk
Madhya Pradesh,Barwani,21813,37.0969387755102,172.56678076519353,79,11,4.651779539262541,0.8294504203028017,0.06547619047619048,0.5056093829678735,0.7657081655489518,High Risk
Gujarat,Jamnagar,5967,3.627355623100304,15.055706959221373,81,50,4.150601298461398,0.7400862320452839,0.2976190476190476,0.1383106949144685,0.763370306074842,High Risk
Maharashtra,Mumbai Suburban,17981,6.309122807017544,41.31303447354216,81,55,5.608267143398816,1.0,0.3273809523809524,0.4167864262203885,0.7603807388005501,High Risk
Assam,Golaghat,11329,11.8380355276907,44.00463430694858,78,21,3.7172243827124896,0.6628115757801999,0.125,0.26259793240925317,0.7594546718002939,High Risk
Rajasthan,Jodhpur,21793,9.001652209830649,51.29124421191456,82,43,5.608267143398816,1.0,0.25595238095238093,0.5051457975986278,0.7588729273870782,High Risk
Assam,Sonitpur,8924,5.311904761904762,22.229414082461332,82,44,4.18482918629931,0.746189344996706,0.2619047619047619,0.20685179175745214,0.7574440665549448,High Risk
Haryana,Ambala,3115,4.034974093264249,10.890330299538691,75,20,2.6989839458246774,0.4812509598444331,0.11904761904761904,0.07220342126002503,0.7551101429008773,High Risk
Uttar Pradesh,Maharajganj,17716,16.223443223443223,67.78956953485459,85,16,4.178494577334682,0.7450598322964981,0.09523809523809523,0.41064392007788236,0.7542444319470762,High Risk
Gujarat,Bhavnagar,9997,5.5232044198895025,23.652023188141975,80,45,4.282300887319893,0.7635693482184341,0.26785714285714285,0.23172314681748643,0.753982327831206,High Risk
Madhya Pradesh,Dewas,10367,12.18213866039953,41.59641908382524,79,18,3.414541587762639,0.6088407524919187,0.10714285714285714,0.24029947614853275,0.7535044205276117,High Risk
Madhya Pradesh,Bhopal,12647,7.77320221266134,33.653206712397434,81,38,4.329387785330168,0.7719653280828558,0.2261904761904762,0.2931482082425479,0.7530767356895683,High Risk
Assam,Dhubri,12362,9.749211356466876,36.35365455977033,81,21,3.728881571087913,0.6648901480160365,0.125,0.286542116730796,0.752998916786374,High Risk
Madhya Pradesh,Dhar,12549,12.315014720314034,46.932986128206224,77,23,3.8110377611476722,0.6795392700993989,0.13690476190476192,0.2908766399332437,0.7526590858881498,High Risk
Uttar Pradesh,Amroha,8010,10.037593984962406,30.135471460158655,78,14,3.0022604525850944,0.5353276468149152,0.08333333333333333,0.1856659403829215,0.7524982276036772,High Risk
Uttar Pradesh,Varanasi,23139,11.055422838031534,62.453591071605935,82,42,5.608267143398816,1.0,0.25,0.5363450929488666,0.75159647211534,High Risk
Madhya Pradesh,Gwalior,18370,15.436974789915967,67.54380426526988,84,21,4.375456019361522,0.7801796718103259,0.125,0.42580316165221826,0.7515719366379485,High Risk
Tamil Nadu,Kanchipuram,387,96.75,170.21236735325667,4,4,1.7593009545556244,0.31369778036098034,0.023809523809523808,0.008970376894905197,0.7487697767245381,High Risk
Karnataka,Vijayapura,5515,2.8934942287513117,10.490274944627398,79,43,3.625469455024446,0.6464509201013698,0.25595238095238093,0.12783366556951462,0.7483243890312917,High Risk
Assam,Jorhat,4744,4.235714285714286,13.98990352863296,81,36,3.302844003387208,0.5889241576651364,0.21428571428571427,0.10996244958509109,0.7481347203072704,High Risk
Madhya Pradesh,Betul,8082,7.021720243266724,22.260014004330138,78,21,3.170165320339519,0.5652664609728777,0.125,0.1873348477122062,0.7478928070268452,High Risk
Mizoram,Khawzawl,34,2.125,3.480900266693469,14,2,1.6380707137381032,0.2920814347558651,0.011904761904761904,0.0007880951277177692,0.7478254069595709,High Risk
Manipur,Bishnupur,1107,5.857142857142857,10.681347546556772,76,4,1.8236447030706686,0.32517079811670185,0.023809523809523808,0.025659450187752075,0.7477786109511866,High Risk
Jharkhand,Gumla,6652,7.046610169491525,20.60361521347257,77,19,2.923904504136817,0.5213561389596758,0.1130952380952381,0.1541884938111353,0.7466347671592126,High Risk
Maharashtra,Satara,5865,2.542262678803641,12.29809406729863,78,79,4.837460019310817,0.8625587718311041,0.47023809523809523,0.1359464095313152,0.7465283139481584,High Risk
Meghalaya,West Garo Hills,15799,32.710144927536234,119.76038854521885,79,11,3.6612613245990695,0.6528329038156714,0.06547619047619048,0.36620926243567753,0.7457120709381151,High Risk
Odisha,Khordha,489,1.438235294117647,4.675203824426331,72,50,3.250652965858799,0.5796180678883965,0.2976190476190476,0.011334662278058504,0.7452992584108545,High Risk
Uttar Pradesh,Siddharthnagar,13784,11.612468407750631,42.64765774561152,81,19,3.6725747057487577,0.654850172405133,0.1130952380952381,0.31950303648416856,0.7437633160632127,High Risk
Madhya Pradesh,Indore,22058,12.227272727272727,60.986340988146594,83,31,4.987730489736896,0.8893532284045492,0.18452380952380953,0.5112883037411339,0.7433038054859187,High Risk
Manipur,Imphal West,1217,2.4536290322580645,5.136310326802307,74,14,2.093352442147859,0.3732618986618406,0.08333333333333333,0.02820916971860368,0.7430122469493965,High Risk
Gujarat,Dahod,10191,11.580681818181818,36.53038493398862,77,16,3.1544243687479137,0.5624597202829066,0.09523809523809523,0.23621992489917018,0.7426615912959329,High Risk
Maharashtra,Nanded,11767,5.88938938938939,25.075974243365042,80,44,4.257822430376762,0.7592046387070579,0.2619047619047619,0.272750451995735,0.7422298212820831,High Risk
Jharkhand,Dhanbad,10791,5.153295128939828,22.806250895658565,78,53,4.425566618062185,0.7891148022916985,0.31547619047619047,0.2501274859765426,0.7407352683424651,High Risk
Jharkhand,Deoghar,8060,8.76086956521739,25.863149329852856,79,18,2.95212126345715,0.526387418426016,0.10714285714285714,0.1868249038060359,0.7406881253072948,High Risk
Rajasthan,Baran,6150,7.611386138613861,20.325845470999095,77,16,2.67045254318167,0.47616357689467653,0.09523809523809523,0.14255250104306708,0.7405581682668833,High Risk
Rajasthan,Alwar,22931,8.623918766453555,48.39356895772336,81,48,5.608267143398816,1.0,0.2857142857142857,0.5315238051087108,0.7405428584673868,High Risk
Uttar Pradesh,Aligarh,25851,12.886839481555334,102.18091459764463,84,39,5.608267143398816,1.0,0.23214285714285715,0.5992072690185898,0.738987819294423,High Risk
Himachal Pradesh,Kullu,1194,1.871473354231975,4.5864212961955735,70,27,2.450700826610365,0.436980044628393,0.16071428571428573,0.027676046543971072,0.7383902016567463,High Risk
West Bengal,Cooch Behar,10570,5.423293996921498,22.174311571308532,77,45,4.088716485570513,0.7290516626660907,0.26785714285714285,0.24500486764637708,0.7379166216392186,High Risk
Jharkhand,Chatra,6279,14.141891891891891,33.835215496570264,79,9,2.3925522663604393,0.42661167971939096,0.05357142857142857,0.14554262667470214,0.7369012998993762,High Risk
Assam,Darrang,7441,9.503192848020435,27.02484747592542,81,19,2.8437650280405324,0.5070666135060582,0.1130952380952381,0.17247693662788002,0.736146900405423,High Risk
Uttar Pradesh,Mathura,11483,6.921639541892707,25.057928219846048,81,29,3.6202301590807795,0.6455167106905658,0.17261904761904762,0.2661675397524454,0.7356639201492976,High Risk
Haryana,Hisar,5050,5.784650630011455,15.11384603958587,78,21,2.6127500183284087,0.4658747437528424,0.125,0.11705530573455102,0.7341895685931294,High Risk
Tripura,Dhalai,1431,3.2896551724137932,6.217543087644715,75,12,1.8900288211917895,0.3370076304971383,0.07142857142857142,0.033169533169533166,0.7330018107231384,High Risk
Assam,Kamrup,13412,7.577401129943503,37.07871248019432,82,62,4.893328443926628,0.8725205698673425,0.36904761904761907,0.3108803486161977,0.7329514282020438,High Risk
Karnataka,Yadgir,6781,4.327377153797064,12.07614875640337,76,22,2.7906393011774195,0.49759386095973124,0.13095238095238096,0.1571786194427704,0.7311709321697415,High Risk
Rajasthan,Bharatpur,16763,8.237346437346437,34.879426826817785,80,32,4.234303739937612,0.7550110634300969,0.19047619047619047,0.3885540772333225,0.7310209823638706,High Risk
Nagaland,Shamator,247,4.258620689655173,5.772166563436614,58,1,1.3554075331146704,0.2416802727933612,0.005952380952380952,0.00572527931018497,0.7307871783512876,High Risk
Manipur,Chandel,733,3.665,5.703104593995295,69,6,1.556099479944146,0.2774652918906949,0.03571428571428571,0.016990403782856614,0.7295157310268862,High Risk
Maharashtra,Parbhani,6159,6.067980295566502,15.73831583007739,80,19,2.5936662717208234,0.4624719553122012,0.1130952380952381,0.14276111445922768,0.7294535166881687,High Risk
Bihar,Jehanabad,4710,4.595121951219512,11.481344226348336,81,21,2.4985940195344045,0.44551979348475984,0.125,0.10917435445737332,0.7294296213824539,High Risk
Gujarat,Panchmahals,6127,5.210034013605442,15.199135518491834,79,29,2.9172814378564382,0.5201751919557203,0.17261904761904762,0.14201937786843447,0.7290388371573051,High Risk
Rajasthan,Bundi,4800,5.240174672489083,12.409900928788769,78,17,2.3682227605771904,0.4222735294207045,0.10119047619047619,0.11126048861897919,0.7290009220448861,High Risk
Gujarat,Bharuch,4222,3.225362872421696,10.098843226843542,77,42,3.1310719526144473,0.5582957930775214,0.25,0.09786287144777711,0.7285446661427992,High Risk
Chhattisgarh,Dakshin Bastar Dantewada,1172,4.246376811594203,7.085259057767648,70,9,1.6685422354469888,0.29751475683731265,0.05357142857142857,0.02716610263780075,0.7272303341017192,High Risk
Madhya Pradesh,Morena,22268,28.010062893081763,114.89258985416132,80,12,4.101832626821369,0.7313903781579684,0.07142857142857142,0.5161559501182142,0.7261398473198246,High Risk
Maharashtra,Jalgaon,13129,4.710800143523502,22.34334396887137,79,62,4.743004009539531,0.8457164910773306,0.36904761904761907,0.30432061564137036,0.7255379205179878,High Risk
Bihar,Saharsa,12590,11.9790675547098,38.376127741905535,80,18,3.203598908398945,0.5712279437632933,0.10714285714285714,0.2918269899401975,0.7248816833350934,High Risk
Tripura,Unakoti,628,2.0794701986754967,3.0965057550625503,70,8,1.4890839777530098,0.265515878555416,0.047619047619047616,0.014556580594316443,0.721896916649434,High Risk
Jharkhand,Giridih,14094,11.495921696574225,38.53298062178375,78,19,3.3518826622894053,0.5976681524942553,0.1130952380952381,0.32668860970747765,0.7215939371274126,High Risk
Assam,Karimganj,14599,9.579396325459317,35.19701041821482,81,27,3.6742409670086578,0.6551472804453342,0.16071428571428573,0.33839414028093273,0.7215333060715872,High Risk
Jammu And Kashmir,Punch,2559,9.408088235294118,15.02908646172829,74,5,1.5974644461078917,0.28484100440689236,0.02976190476190476,0.05931574799499328,0.7214829604772476,High Risk
Punjab,Ludhiana,17457,7.5473411154345005,41.70558712533372,81,73,5.525864869158326,0.9853069990901768,0.43452380952380953,0.40464048954614995,0.7213819694843835,High Risk
Uttar Pradesh,Bulandshahr,16676,7.770736253494874,36.81041457372343,83,52,4.7370562290243745,0.8446559530603145,0.30952380952380953,0.38653748087710355,0.7213350059746456,High Risk
Punjab,Sangrur,2275,3.1907433380084154,6.581816424991704,75,20,2.062784664184213,0.36781141330120193,0.11904761904761904,0.05273283575170368,0.7212474772632429,High Risk
West Bengal,Darjeeling,7237,4.445331695331696,17.97522939666881,81,63,4.043619380651764,0.7210104792192873,0.375,0.1677483658615734,0.7207791579682785,High Risk
Chhattisgarh,Kondagaon,2959,8.151515151515152,13.801139622520115,73,8,1.6930766079671515,0.30188943655438727,0.047619047619047616,0.06858745537990821,0.7184183995133964,High Risk
Chhattisgarh,Dantewada,696,3.702127659574468,5.26887701199915,64,8,1.4232024112871269,0.2537686552542884,0.047619047619047616,0.01613277084975198,0.7173125314174087,High Risk
Bihar,Nawada,15048,10.771653543307087,38.177088471424234,79,24,3.544218008677542,0.631963121237769,0.14285714285714285,0.3488016318204997,0.7165466028870693,High Risk
Uttar Pradesh,Kanpur Nagar,24279,9.577514792899409,51.39199108392589,83,49,5.365900465330208,0.9567840347345286,0.2916666666666667,0.562769458995874,0.7139602411249893,High Risk
Gujarat,Rajkot,16777,8.396896896896896,40.105920481481036,81,57,4.776278781784534,0.8516496557062959,0.3392857142857143,0.38887858699179456,0.7126638033996652,High Risk
Assam,Cachar,17211,6.906500802568218,33.99642939835616,82,60,4.9223811551161205,0.8777009064038588,0.35714285714285715,0.3989383895044272,0.7125138003900223,High Risk
Arunachal Pradesh,Changlang,790,4.3646408839779,5.740660870616756,72,7,1.3152653387109277,0.23452259050445812,0.041666666666666664,0.01831162208520699,0.7120060867176649,High Risk
Uttar Pradesh,Agra,29345,15.212545360290306,79.5771138060587,85,29,5.231018999212378,0.9327335637656855,0.17261904761904762,0.6801956330258218,0.7119813907435767,High Risk
Uttar Pradesh,Deoria,10113,6.125378558449425,19.30515783863964,79,31,3.1516677139913027,0.5619681861447984,0.18452380952380953,0.23441194195911177,0.7117819492296125,High Risk
Gujarat,Kheda,7366,3.802787816210635,13.841164069635818,78,55,3.639741352550174,0.6489957164102488,0.3273809523809524,0.17073849149320847,0.7113436199622911,High Risk
Jharkhand,Palamau,276,2.816326530612245,3.6815139724564356,64,9,1.3072042365968504,0.2330852299244498,0.05357142857142857,0.006397478095591303,0.71091058704488,High Risk
Arunachal Pradesh,Kurung Kumey,73,2.212121212121212,2.1902850236552514,33,1,0.9901288463099083,0.17654808891822044,0.005952380952380952,0.0016920865977469752,0.7092008718087197,High Risk
Bihar,Bhagalpur,20596,11.92588303416329,51.86093420427546,83,34,4.3486032904827985,0.7753916101520415,0.20238095238095238,0.47740021324926984,0.7073336662451002,High Risk
Arunachal Pradesh,Kamle,30,1.7647058823529411,1.6781467369059944,17,1,0.9509498175800635,0.16956214696359007,0.005952380952380952,0.0006953780538686199,0.7070548046877626,High Risk
Arunachal Pradesh,Siang,102,2.3181818181818183,2.3003814372557945,36,2,0.9923214043064211,0.1769390399803669,0.011904761904761904,0.0023642853831533075,0.7070527117115157,High Risk
Gujarat,Surendra Nagar,6697,4.571331058020478,13.222321226745677,77,37,2.892444467251369,0.5157465565198525,0.22023809523809523,0.15523156089193826,0.7068584931810336,High Risk
Madhya Pradesh,Pandhurna,98,1.5806451612903225,1.8690611923845195,39,8,1.1824672849779614,0.2108436090405891,0.047619047619047616,0.0022715683093041585,0.7064471260047482,High Risk
Rajasthan,Bhilwara,10837,5.736897829539439,18.314667153846568,79,33,3.192433907319015,0.5692371325564713,0.19642857142857142,0.2511937323258078,0.7051248766970226,High Risk
Karnataka,Bangalore Rural,2605,3.5782967032967035,7.277892991331803,75,26,2.0338986939307304,0.3626608080402734,0.15476190476190477,0.0603819943442585,0.7046500178441515,High Risk
Mizoram,Saitual,12,1.5,1.4142135623730951,8,2,0.9428090415820635,0.16811057987702893,0.011904761904761904,0.00027815122154744795,0.7045885909238292,High Risk
Arunachal Pradesh,Shi-Yomi,31,1.7222222222222223,1.564516672426553,18,1,0.9084290356025145,0.16198034301411204,0.005952380952380952,0.0007185573223309073,0.7043942195249066,High Risk
Jammu And Kashmir,Kulgam,1154,7.592105263157895,8.820021822109553,69,5,1.1617359765690225,0.2071470468264762,0.02976190476190476,0.02674887580547958,0.704060136980956,High Risk
Uttar Pradesh,Bareilly,27357,17.46934865900383,84.69836738032075,82,28,4.848398702985791,0.8645092287896049,0.16666666666666666,0.6341152473227945,0.70401032254619,High Risk
Gujarat,Sabarkantha,5008,3.053658536585366,8.911991840517741,76,45,2.9184637816391965,0.5203860135433028,0.26785714285714285,0.11608177645913495,0.7035605718024155,High Risk
Punjab,Malerkotla,842,3.6768558951965065,4.229225456982027,69,6,1.150228776305088,0.2050952187003002,0.03571428571428571,0.019516944045245933,0.7034282433315312,High Risk
Jharkhand,Pakaur,291,2.7196261682242993,2.767037761241966,61,4,1.0174331287040905,0.18141666626948313,0.023809523809523808,0.006745167122525613,0.703138949724228,High Risk
Arunachal Pradesh,East Kameng,179,2.712121212121212,2.5223014613651284,60,2,0.9300105946932876,0.16582851189390152,0.011904761904761904,0.004149089054749432,0.702628585779774,High Risk
Bihar,Sheohar,3030,8.833819241982507,12.438330647191707,76,7,1.4080354495005794,0.251064261651284,0.041666666666666664,0.07023318344073061,0.7022192032123968,High Risk
Mizoram,Mamit,170,2.151898734177215,2.3429578478481528,50,7,1.088786294000024,0.19413952049013475,0.041666666666666664,0.0039404756385888464,0.7021833561466372,High Risk
Uttar Pradesh,Gonda,15046,7.444829292429491,27.239523360441,79,35,3.65885130343289,0.6524031772879298,0.20833333333333334,0.3487552732835752,0.7007978633990362,High Risk
Jharkhand,Sahibganj,345,3.3823529411764706,3.6425540969828725,65,7,1.0769290373688492,0.19202527444443215,0.041666666666666664,0.00799684761948913,0.7002264584363711,High Risk
Manipur,Pherzawl,10,2.0,1.7320508075688772,5,2,0.8660254037844386,0.1544194278982929,0.011904761904761904,0.0002317926846228733,0.699810595292349,High Risk
Jammu And Kashmir,Baramula,3651,4.887550200803213,8.46887965097614,77,16,1.7327453024593744,0.30896268992800996,0.09523809523809523,0.08462750915581105,0.6994153553947268,High Risk
Rajasthan,Jaisalmer,2802,4.856152512998267,7.784540040578259,77,15,1.6030262681704694,0.2858327228682934,0.08928571428571429,0.0649483102313291,0.6993069599345039,High Risk
Arunachal Pradesh,Tawang,153,1.8214285714285714,1.6512916761298615,54,3,0.9065915084634534,0.16165269686387043,0.017857142857142856,0.0035464280747299617,0.6992645154799356,High Risk
Dadra And Nagar Haveli,Dadra And Nagar Haveli,738,4.6125,4.62422864551892,71,4,1.0025427957764597,0.17876159785942042,0.023809523809523808,0.01710630012516805,0.6991013358799134,High Risk
Andaman And Nicobar Islands,Nicobar,74,2.0,1.8559214542766742,31,4,0.9279607271383371,0.16546300370705216,0.023809523809523808,0.0017152658662092624,0.699064138204272,High Risk
Jammu And Kashmir,Shupiyan,650,9.558823529411764,8.491228754393449,68,1,0.8883131619980839,0.15839351787007305,0.005952380952380952,0.015066524500486764,0.6988344405710462,High Risk
Manipur,Ukhrul,754,4.0978260869565215,4.313049920863681,70,6,1.0525214660993598,0.1876732044296829,0.03571428571428571,0.017477168420564647,0.6979424710242195,High Risk
Uttar Pradesh,Sitapur,30475,18.064611736810907,90.26894689876218,82,25,4.997004542024998,0.891006867942569,0.1488095238095238,0.7063882063882064,0.6978526085301039,High Risk
Madhya Pradesh,Ashok Nagar,5150,11.866359447004609,19.788503488605127,78,10,1.6676136920494418,0.29734918993869586,0.05952380952380952,0.11937323258077975,0.6974269133709763,High Risk
